Age,Gender,Education,Country,Ethnicity,Neuroticism,Extraversion,Openness to experience,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Cannabis
25-34,Male,masters,UK,White,27,31,45,38,43,3,5,0
25-34,Female,university,OtherC,OtherE,32,43,47,46,42,5,7,1
25-34,Female,masters,Ireland,White,23,56,51,56,44,5,10,0
18-24,Male,left16,OtherC,White,41,34,39,38,40,5,7,1
18-24,Female,somecollege,UK,White,33,42,48,46,47,3,6,1
35-44,Female,masters,USA,White,26,52,52,40,53,2,6,1
18-24,Female,somecollege,USA,White,24,54,29,33,31,8,9,1
35-44,Male,university,USA,White,27,46,50,49,49,5,9,1
18-24,Male,university,OtherC,White,20,47,51,41,50,3,7,1
25-34,Male,professional,USA,White,27,39,51,31,39,3,5,1
25-34,Female,university,UK,White,36,45,34,34,46,2,4,0
18-24,Female,somecollege,USA,Asian,40,31,43,49,41,6,9,0
35-44,Male,university,USA,White,29,38,44,42,50,3,6,0
18-24,Male,somecollege,USA,White,44,46,45,41,40,7,8,1
18-24,Female,somecollege,USA,OtherE,31,45,58,48,40,1,3,1
18-24,Female,university,OtherC,White,38,42,59,46,29,4,5,1
35-44,Male,somecollege,USA,White,46,30,45,45,51,2,3,0
18-24,Female,somecollege,USA,White,40,36,53,46,34,4,4,1
18-24,Male,professional,Australia,White,42,26,48,44,38,2,9,1
18-24,Male,professional,Canada,White,27,42,55,41,39,7,10,1
18-24,Male,somecollege,USA,White,24,38,47,51,49,4,5,1
18-24,Female,university,USA,White,29,45,53,54,44,3,5,1
25-34,Female,university,UK,White,53,34,54,32,33,6,7,0
18-24,Male,university,USA,WhiteAsian,50,39,46,54,33,5,7,1
35-44,Male,university,USA,White,48,32,52,44,37,2,7,1
18-24,Female,professional,Canada,White,53,30,33,37,55,1,2,1
18-24,Male,university,USA,White,40,38,49,37,44,5,7,1
25-34,Male,somecollege,OtherC,White,15,42,51,57,42,7,8,1
45-54,Male,university,USA,White,48,31,49,37,42,2,6,1
18-24,Female,university,UK,White,36,50,41,48,50,4,4,0
18-24,Female,university,UK,Black,37,40,43,38,47,4,5,0
35-44,Male,professional,Canada,White,37,43,48,39,47,5,7,1
18-24,Male,professional,USA,White,52,26,44,40,21,7,9,1
18-24,Male,left18,USA,OtherE,30,59,58,39,48,8,9,1
35-44,Male,left18,USA,Black,43,30,39,41,38,2,7,1
35-44,Female,doctorate,OtherC,White,32,37,54,44,30,5,7,1
18-24,Male,professional,UK,White,38,44,33,36,35,6,7,1
18-24,Male,left18,Canada,White,49,31,38,26,48,1,5,1
18-24,Male,left18,OtherC,White,44,47,56,51,44,6,9,1
45-54,Male,somecollege,USA,White,44,39,49,42,43,4,5,1
18-24,Male,university,USA,White,43,27,52,40,26,3,7,1
18-24,Female,left18,USA,White,47,33,44,45,39,3,4,1
18-24,Female,somecollege,UK,White,26,55,48,35,32,8,8,1
18-24,Female,somecollege,USA,White,19,33,47,43,37,4,7,1
18-24,Female,university,UK,White,40,36,39,42,51,1,0,0
55-64,Male,university,USA,White,52,24,38,35,40,6,3,0
18-24,Female,left18,USA,White,30,44,54,48,43,4,6,1
18-24,Male,somecollege,USA,White,46,33,55,42,32,6,7,1
18-24,Male,university,USA,White,34,42,50,49,42,7,8,1
25-34,Male,somecollege,OtherC,White,21,44,50,43,46,6,7,1
18-24,Male,professional,Canada,White,40,41,44,37,45,6,7,1
18-24,Male,somecollege,USA,White,23,37,52,40,31,6,7,1
18-24,Male,somecollege,USA,White,31,28,49,36,43,3,5,1
18-24,Female,somecollege,Australia,White,41,46,56,43,50,5,6,1
18-24,Female,somecollege,OtherC,White,26,45,56,35,24,3,8,1
18-24,Male,somecollege,USA,White,44,32,50,48,33,6,4,1
25-34,Female,masters,UK,White,39,36,47,47,54,3,6,0
18-24,Male,somecollege,UK,White,44,44,40,36,31,7,8,1
35-44,Female,university,USA,White,35,33,48,50,35,6,5,1
18-24,Female,left16,Canada,White,37,38,46,31,25,7,7,1
18-24,Male,left18,USA,White,38,27,49,46,31,1,3,1
18-24,Female,somecollege,USA,White,50,44,53,33,33,6,8,1
18-24,Male,somecollege,USA,White,40,50,53,46,40,5,9,1
25-34,Female,professional,USA,White,57,41,47,35,30,8,10,1
25-34,Female,masters,UK,White,30,37,35,48,38,1,0,0
18-24,Male,somecollege,USA,White,48,41,50,41,32,1,5,1
25-34,Male,university,Canada,White,47,41,44,46,36,5,8,1
45-54,Male,university,UK,OtherE,30,36,46,42,41,1,2,0
18-24,Male,left18,UK,White,26,51,48,48,34,4,9,1
35-44,Male,university,OtherC,White,50,36,52,32,39,3,8,0
25-34,Female,masters,UK,White,42,42,43,52,48,1,4,0
25-34,Female,masters,Canada,WhiteAsian,50,33,51,43,54,3,2,1
18-24,Male,somecollege,USA,White,30,43,56,42,44,6,9,1
25-34,Female,university,UK,White,25,45,39,40,46,2,2,0
18-24,Male,somecollege,USA,White,26,43,53,54,50,3,9,1
18-24,Male,somecollege,OtherC,White,24,38,52,50,34,2,5,1
18-24,Female,university,USA,White,29,42,49,48,43,7,10,1
18-24,Male,somecollege,USA,White,22,48,55,39,51,3,9,1
18-24,Female,somecollege,UK,White,33,37,44,43,46,1,2,0
45-54,Female,somecollege,UK,White,35,33,53,39,40,4,6,0
25-34,Female,doctorate,USA,White,41,42,56,39,37,3,4,0
35-44,Female,professional,UK,White,42,43,49,39,35,7,7,1
18-24,Male,somecollege,USA,White,34,43,52,38,44,2,5,1
18-24,Male,university,USA,White,44,42,42,43,41,7,7,1
18-24,Male,somecollege,USA,WhiteAsian,31,53,57,39,32,8,10,1
45-54,Male,professional,UK,White,32,41,41,40,43,1,1,0
25-34,Female,masters,UK,White,49,42,45,43,45,2,3,1
25-34,Female,masters,UK,White,43,40,47,48,51,1,4,0
25-34,Female,university,UK,White,40,39,46,48,46,3,4,0
25-34,Female,masters,UK,White,52,37,37,52,35,1,1,0
18-24,Female,university,UK,White,30,43,52,53,46,3,7,1
18-24,Male,somecollege,UK,White,28,47,46,51,54,6,7,0
25-34,Female,university,UK,White,44,34,42,40,40,2,4,0
25-34,Female,masters,UK,White,46,46,39,39,41,1,2,1
25-34,Female,university,UK,White,42,41,47,51,45,2,2,0
25-34,Female,university,UK,White,45,40,52,49,38,1,6,1
25-34,Female,university,UK,White,40,40,38,44,46,1,3,0
18-24,Female,university,UK,White,16,41,33,58,35,0,3,0
25-34,Female,doctorate,UK,WhiteBlack,51,48,50,45,36,5,2,0
25-34,Female,university,UK,White,38,36,35,46,31,1,3,0
25-34,Female,masters,UK,White,28,45,54,51,45,4,9,1
25-34,Male,masters,UK,White,49,31,42,46,32,6,8,0
25-34,Female,doctorate,UK,White,18,33,41,44,38,2,8,1
25-34,Female,university,UK,White,30,37,50,52,50,2,2,0
25-34,Female,university,USA,White,40,38,55,41,51,3,7,1
25-34,Female,masters,UK,White,46,45,54,43,44,1,6,0
25-34,Female,university,UK,White,46,35,44,38,47,2,3,0
25-34,Female,doctorate,UK,White,32,54,55,47,46,3,6,1
18-24,Male,left16,UK,White,53,30,45,31,29,6,8,1
18-24,Male,somecollege,Australia,White,25,32,40,45,44,1,4,1
18-24,Female,university,UK,Asian,45,35,41,45,42,2,4,0
25-34,Female,masters,Ireland,White,34,38,37,54,40,1,2,0
18-24,Male,somecollege,USA,White,32,45,55,47,42,4,9,1
25-34,Male,somecollege,USA,White,44,37,50,38,38,6,9,1
25-34,Male,somecollege,USA,White,34,43,51,39,44,3,9,1
45-54,Male,leftbefore16,Ireland,White,35,33,46,50,34,4,9,1
18-24,Male,university,USA,White,28,51,56,46,40,4,7,1
25-34,Male,somecollege,UK,White,42,36,44,40,33,7,8,1
25-34,Female,university,USA,White,33,44,54,48,46,4,9,1
35-44,Male,professional,UK,Black,39,42,45,42,42,7,7,0
18-24,Female,professional,UK,OtherE,36,40,45,45,53,6,7,0
18-24,Male,somecollege,USA,White,27,51,50,34,49,5,9,1
18-24,Female,somecollege,USA,White,43,38,41,46,35,3,5,1
18-24,Male,somecollege,USA,White,33,49,55,39,41,6,9,0
18-24,Female,somecollege,USA,White,48,47,42,28,37,8,7,1
45-54,Female,doctorate,UK,White,26,31,41,40,46,2,1,1
25-34,Female,masters,UK,WhiteBlack,39,33,42,58,51,1,2,0
25-34,Female,masters,UK,White,40,30,38,47,44,1,0,0
55-64,Female,masters,UK,White,28,40,47,45,47,5,4,0
55-64,Female,professional,UK,White,28,36,48,45,33,8,7,0
18-24,Male,left16,USA,White,48,37,48,46,41,2,9,1
18-24,Male,somecollege,USA,White,20,47,51,37,49,2,6,1
18-24,Male,somecollege,OtherC,White,29,44,46,35,36,3,8,1
35-44,Female,masters,UK,White,34,40,40,48,45,1,2,0
45-54,Female,masters,UK,White,25,39,47,52,50,2,2,0
25-34,Female,masters,UK,White,46,33,41,51,48,1,1,0
35-44,Female,doctorate,UK,White,31,46,51,49,46,2,2,0
35-44,Female,masters,UK,White,29,37,38,54,48,2,3,0
45-54,Female,masters,UK,White,23,41,48,49,49,1,2,0
25-34,Female,masters,UK,White,29,46,48,50,54,4,3,0
25-34,Female,masters,UK,White,36,44,38,39,53,3,6,0
25-34,Female,university,USA,Black,25,49,50,51,52,5,8,0
18-24,Female,masters,UK,Asian,30,41,40,47,47,3,5,0
25-34,Female,masters,UK,White,26,47,52,36,51,3,4,0
25-34,Female,doctorate,UK,White,26,36,46,50,53,1,5,0
18-24,Male,somecollege,USA,White,40,37,58,30,55,7,10,1
18-24,Female,university,UK,White,39,41,35,46,49,1,2,0
25-34,Female,doctorate,UK,White,31,40,45,48,47,2,4,0
18-24,Male,professional,USA,White,43,35,55,55,39,2,10,1
45-54,Female,masters,UK,White,19,44,47,52,52,2,3,0
25-34,Female,doctorate,UK,White,41,32,43,54,45,1,7,1
25-34,Female,university,UK,White,24,36,45,46,49,2,4,0
18-24,Female,university,UK,White,27,45,46,50,37,3,3,1
35-44,Female,doctorate,UK,White,19,50,47,44,47,4,3,0
55-64,Male,masters,UK,White,37,44,52,45,36,2,2,0
25-34,Male,masters,UK,White,37,41,43,46,43,2,7,1
18-24,Male,somecollege,USA,White,25,45,52,49,45,3,8,1
25-34,Male,masters,UK,White,14,48,42,48,38,5,6,0
25-34,Female,somecollege,USA,BlackAsian,43,36,44,37,41,6,5,1
18-24,Female,university,USA,White,30,42,51,42,46,1,4,1
55-64,Female,university,USA,White,20,45,52,53,48,3,6,1
25-34,Female,masters,UK,White,34,34,37,51,43,1,4,0
18-24,Female,university,UK,White,39,40,46,48,40,1,2,0
+64,Male,university,UK,White,20,39,42,57,45,1,0,0
55-64,Male,masters,UK,White,28,38,48,45,51,3,3,1
18-24,Male,somecollege,USA,White,34,43,45,36,43,2,9,1
25-34,Female,masters,USA,White,33,42,52,46,43,2,6,1
45-54,Male,somecollege,Canada,OtherE,46,35,40,35,47,8,9,1
25-34,Female,somecollege,USA,White,57,26,42,27,24,7,9,0
25-34,Male,professional,Canada,White,32,37,45,40,43,2,3,1
18-24,Male,somecollege,USA,White,40,35,46,41,32,1,7,1
18-24,Male,somecollege,USA,White,27,49,56,43,38,8,10,1
35-44,Female,professional,USA,White,35,36,31,43,40,2,3,0
25-34,Female,somecollege,USA,OtherE,49,42,51,49,43,2,6,0
45-54,Female,university,USA,White,51,22,47,43,26,6,0,1
45-54,Female,doctorate,UK,White,27,40,47,44,47,3,5,0
25-34,Female,university,UK,White,33,43,51,53,41,2,8,1
35-44,Male,professional,USA,White,41,32,43,44,33,6,3,0
25-34,Female,doctorate,UK,White,26,49,40,49,46,2,4,0
18-24,Male,somecollege,OtherC,White,25,47,54,32,37,5,9,1
25-34,Female,university,UK,White,35,38,37,43,47,2,2,0
18-24,Male,university,Australia,White,43,40,45,36,46,7,4,1
25-34,Female,somecollege,USA,White,31,37,45,31,32,8,10,0
25-34,Female,doctorate,UK,White,49,35,42,33,49,6,0,0
18-24,Female,masters,UK,White,35,47,36,40,36,6,9,0
18-24,Male,somecollege,USA,White,50,36,41,40,30,7,8,1
45-54,Male,somecollege,USA,White,34,38,50,44,40,7,9,1
18-24,Male,somecollege,USA,White,55,33,43,41,29,7,6,1
18-24,Male,somecollege,UK,White,45,16,43,33,28,8,8,1
18-24,Male,somecollege,UK,White,28,33,46,39,39,2,6,1
25-34,Male,masters,OtherC,White,25,41,48,37,35,4,9,0
45-54,Female,leftbefore16,USA,White,42,39,43,40,34,4,4,1
45-54,Male,university,USA,White,26,46,49,43,46,6,9,0
25-34,Male,doctorate,USA,OtherE,32,43,46,39,42,5,9,1
18-24,Female,somecollege,USA,White,42,41,50,29,42,8,5,1
18-24,Male,university,USA,White,40,26,52,42,38,4,4,0
25-34,Male,university,USA,White,31,43,55,41,39,4,8,1
18-24,Female,university,USA,WhiteAsian,31,40,44,44,38,7,9,1
35-44,Female,professional,USA,White,52,19,48,51,36,3,5,1
45-54,Female,doctorate,UK,White,36,50,53,47,54,3,4,0
18-24,Female,left16,UK,White,59,21,53,38,25,3,3,0
18-24,Female,university,UK,White,46,35,52,31,39,4,7,1
25-34,Female,professional,USA,White,43,31,51,47,42,5,8,1
25-34,Male,somecollege,USA,White,45,24,45,40,35,1,3,0
18-24,Male,university,USA,White,43,34,56,44,32,3,4,1
18-24,Male,leftbefore16,USA,White,56,35,48,39,41,1,3,1
18-24,Male,somecollege,USA,WhiteAsian,34,36,40,39,38,3,0,1
25-34,Male,left18,USA,White,48,22,48,41,27,4,4,0
18-24,Male,somecollege,USA,White,46,37,46,34,33,8,9,1
18-24,Male,left18,USA,White,28,52,56,36,39,8,10,1
45-54,Male,doctorate,USA,White,42,30,55,37,38,8,8,1
18-24,Male,professional,USA,White,36,28,57,37,43,4,7,1
18-24,Male,somecollege,USA,White,33,34,37,34,27,2,6,1
18-24,Male,somecollege,OtherC,White,49,38,45,42,32,4,5,0
18-24,Male,professional,USA,White,49,28,53,37,31,7,8,1
25-34,Male,professional,USA,White,35,19,54,52,45,1,0,1
18-24,Male,somecollege,USA,White,44,53,57,44,37,8,10,1
18-24,Male,left18,USA,White,51,23,54,46,31,5,7,1
18-24,Male,left16,Australia,White,44,48,48,35,35,6,10,1
18-24,Male,left18,USA,White,41,48,54,40,38,8,8,1
18-24,Male,somecollege,USA,White,45,40,53,35,30,7,7,1
18-24,Female,university,UK,White,20,52,50,33,43,7,10,1
18-24,Male,somecollege,USA,White,22,46,56,43,41,7,8,1
18-24,Male,leftbefore16,NewZealand,White,25,33,53,51,38,6,9,1
25-34,Female,university,USA,OtherE,34,46,54,48,40,3,6,1
18-24,Male,somecollege,USA,White,46,27,50,42,22,6,5,1
18-24,Male,somecollege,USA,OtherE,27,48,43,39,42,6,9,1
25-34,Male,left18,Australia,White,36,42,39,45,37,2,8,1
35-44,Female,somecollege,Ireland,White,39,40,40,39,38,2,6,1
18-24,Female,somecollege,USA,OtherE,31,45,48,55,53,1,5,1
18-24,Female,somecollege,USA,White,37,33,38,46,33,2,8,1
18-24,Female,somecollege,USA,OtherE,36,51,42,40,55,6,10,0
18-24,Male,somecollege,USA,White,47,35,52,49,35,7,8,1
18-24,Female,somecollege,USA,White,42,39,57,52,43,6,3,1
18-24,Male,somecollege,USA,White,22,48,39,46,48,4,10,1
25-34,Male,somecollege,USA,White,44,18,48,34,26,6,8,1
18-24,Male,somecollege,UK,White,34,37,41,38,29,7,8,1
18-24,Male,somecollege,USA,White,44,45,52,47,36,4,6,1
18-24,Female,somecollege,USA,White,46,33,52,44,41,2,7,1
18-24,Male,left18,USA,OtherE,33,26,48,39,33,5,7,1
18-24,Female,somecollege,USA,White,50,41,52,43,46,5,8,1
25-34,Male,university,UK,White,25,36,34,45,50,1,3,0
25-34,Female,masters,UK,White,29,33,50,45,50,2,3,0
25-34,Female,professional,UK,White,31,40,38,45,42,4,4,0
55-64,Female,professional,UK,White,40,29,33,37,39,1,0,0
45-54,Female,somecollege,UK,White,34,33,37,39,45,3,6,0
45-54,Female,professional,UK,White,30,36,37,49,48,1,0,0
18-24,Male,somecollege,UK,White,35,22,40,31,39,7,5,0
25-34,Male,masters,UK,White,22,47,46,43,51,4,6,0
18-24,Female,masters,UK,White,39,45,39,45,44,3,7,1
25-34,Female,somecollege,UK,White,24,50,42,53,49,4,5,0
55-64,Female,university,UK,White,20,50,49,48,52,4,4,0
18-24,Female,university,UK,WhiteBlack,27,39,40,38,50,2,5,0
25-34,Female,masters,UK,Asian,43,41,41,37,49,1,3,0
35-44,Female,university,UK,White,42,29,44,45,41,2,0,0
45-54,Female,leftbefore16,UK,White,38,38,37,39,40,3,4,0
35-44,Male,professional,UK,White,43,29,40,42,33,6,6,1
35-44,Female,university,UK,White,35,51,26,38,56,1,1,0
45-54,Female,professional,UK,White,31,38,36,52,54,2,4,0
35-44,Female,professional,UK,White,44,45,48,51,44,1,2,0
45-54,Female,professional,UK,White,57,20,44,37,36,2,1,0
35-44,Male,masters,UK,White,22,45,54,54,42,4,5,0
25-34,Male,university,UK,White,35,43,38,38,40,1,3,0
25-34,Female,masters,UK,White,26,48,43,42,42,6,3,0
45-54,Male,professional,UK,White,28,37,46,54,47,2,4,0
18-24,Female,somecollege,UK,White,30,38,40,47,46,2,1,0
25-34,Female,masters,UK,White,39,40,44,47,45,4,8,0
45-54,Female,professional,UK,White,46,42,51,53,38,6,3,0
35-44,Female,university,UK,White,35,46,38,49,52,1,0,0
35-44,Female,somecollege,UK,White,33,41,33,40,45,1,4,0
25-34,Female,masters,UK,White,33,45,42,52,48,4,3,0
45-54,Female,university,UK,White,26,39,38,40,46,1,3,0
45-54,Female,masters,UK,White,40,37,55,51,47,3,4,0
35-44,Female,left16,UK,White,31,41,43,51,46,1,4,0
45-54,Female,professional,UK,White,42,29,29,37,43,1,0,0
35-44,Female,masters,UK,White,33,39,37,46,51,3,3,0
35-44,Male,professional,UK,White,39,31,46,48,43,2,3,0
35-44,Female,masters,UK,White,43,54,47,54,43,4,8,0
25-34,Female,university,UK,White,37,47,47,42,46,6,7,0
35-44,Female,university,UK,White,36,39,52,41,46,4,3,1
35-44,Female,professional,UK,White,32,45,34,39,45,3,5,0
35-44,Male,left16,UK,White,24,53,42,39,43,3,5,0
35-44,Male,professional,UK,White,19,49,46,45,48,5,6,0
35-44,Female,university,UK,White,44,35,40,52,49,3,7,0
45-54,Female,professional,UK,White,19,45,39,58,49,1,0,0
45-54,Female,university,UK,White,28,52,43,50,45,6,10,0
35-44,Female,doctorate,UK,White,36,45,48,43,41,3,4,0
25-34,Female,university,UK,White,33,47,43,42,45,2,3,0
25-34,Female,university,UK,White,30,51,52,43,40,7,8,1
55-64,Female,somecollege,UK,White,35,44,47,46,45,3,1,0
35-44,Female,university,UK,White,29,42,39,47,43,2,3,0
25-34,Female,masters,UK,White,28,48,33,44,47,2,3,0
25-34,Female,professional,UK,White,25,47,36,45,42,2,3,0
25-34,Female,professional,UK,White,29,46,38,42,46,4,5,0
25-34,Male,masters,UK,White,37,44,47,37,52,2,1,0
55-64,Female,masters,UK,White,39,43,53,41,36,5,8,0
25-34,Female,university,UK,White,35,56,57,49,35,8,9,0
45-54,Male,left16,UK,White,32,52,46,48,50,1,3,0
25-34,Female,university,UK,Asian,33,53,30,37,41,7,5,0
35-44,Female,professional,UK,White,22,49,49,46,46,2,2,0
35-44,Female,masters,UK,White,28,42,46,42,49,3,5,0
25-34,Male,somecollege,USA,White,33,32,59,37,37,7,8,1
25-34,Female,university,UK,White,34,32,34,49,47,2,0,0
45-54,Female,university,UK,White,38,44,39,48,38,1,0,0
25-34,Female,university,UK,White,32,37,36,50,48,1,1,0
35-44,Female,university,UK,WhiteBlack,37,48,39,46,42,3,5,0
25-34,Male,somecollege,UK,White,15,54,48,33,46,6,9,0
35-44,Female,doctorate,UK,White,25,43,54,50,57,3,6,0
55-64,Male,professional,UK,White,42,29,35,48,39,4,5,0
25-34,Male,masters,UK,White,41,40,51,47,40,6,10,0
45-54,Male,professional,UK,White,39,41,38,47,46,5,4,0
25-34,Male,somecollege,USA,White,39,38,53,41,35,6,10,1
45-54,Male,professional,UK,White,37,40,43,39,47,3,7,0
25-34,Male,university,UK,Black,49,38,39,41,40,4,4,0
35-44,Male,professional,UK,White,22,39,50,46,49,4,5,0
35-44,Male,university,UK,White,41,34,37,47,35,4,2,0
45-54,Male,masters,UK,White,37,35,45,38,40,2,3,0
35-44,Male,somecollege,UK,White,28,43,46,44,43,3,6,1
35-44,Female,professional,UK,White,28,42,37,48,47,1,2,0
25-34,Female,professional,UK,White,23,44,36,47,46,1,2,0
25-34,Female,masters,UK,White,20,48,37,42,51,1,0,0
25-34,Female,masters,UK,White,42,40,46,48,42,1,4,0
45-54,Female,professional,UK,White,37,39,40,45,46,5,4,0
35-44,Female,university,UK,White,34,43,52,36,34,4,7,0
35-44,Female,professional,UK,White,18,43,45,58,49,2,3,0
35-44,Male,professional,Canada,White,51,41,43,43,53,7,10,1
45-54,Female,professional,UK,Black,32,42,40,41,45,6,7,0
18-24,Female,left18,UK,White,36,30,37,43,42,1,0,0
55-64,Male,leftbefore16,UK,White,23,40,34,46,46,2,4,0
45-54,Female,professional,UK,White,36,44,34,36,42,2,2,0
18-24,Male,somecollege,USA,White,53,31,47,33,34,6,9,1
45-54,Female,left16,UK,White,38,36,41,45,45,2,4,0
45-54,Female,professional,UK,White,35,41,39,42,40,4,2,0
35-44,Female,professional,UK,White,39,44,42,47,43,5,6,0
45-54,Female,professional,UK,White,46,40,45,49,48,4,3,0
25-34,Female,masters,UK,White,21,43,36,41,49,1,3,0
45-54,Female,professional,UK,White,36,34,46,46,41,2,3,0
25-34,Female,masters,UK,White,29,39,41,48,44,3,5,0
45-54,Male,left16,UK,White,36,47,44,43,41,3,4,0
35-44,Male,professional,UK,White,36,33,47,49,46,1,1,0
35-44,Male,professional,UK,White,44,34,42,46,39,4,7,0
25-34,Female,masters,UK,White,29,43,45,48,51,3,4,0
25-34,Female,university,UK,White,34,38,40,41,51,2,5,0
25-34,Female,university,UK,White,36,50,54,51,46,7,7,1
55-64,Male,somecollege,USA,White,21,31,40,33,39,2,8,0
18-24,Male,university,USA,White,38,31,48,40,33,4,2,1
25-34,Female,doctorate,UK,White,28,46,44,54,51,2,6,0
55-64,Male,left16,UK,White,39,38,41,32,45,3,2,0
35-44,Female,university,UK,White,28,47,33,48,48,2,1,0
18-24,Female,university,UK,White,52,31,41,39,43,1,7,0
25-34,Male,somecollege,Canada,White,21,41,44,40,48,3,6,1
18-24,Male,professional,UK,White,34,45,59,46,42,7,9,1
45-54,Female,university,UK,White,18,44,48,44,45,1,3,0
35-44,Female,professional,UK,White,51,41,58,34,31,8,10,1
18-24,Female,leftbefore16,UK,White,29,39,44,53,40,2,7,1
25-34,Male,professional,OtherC,White,29,47,46,46,41,6,8,1
25-34,Female,somecollege,UK,White,26,40,44,46,36,4,7,1
25-34,Female,doctorate,UK,White,36,43,49,48,41,8,9,0
25-34,Female,university,UK,White,30,43,41,55,48,4,5,0
18-24,Male,somecollege,UK,White,36,46,56,39,43,8,9,1
25-34,Female,doctorate,Australia,White,37,37,35,43,48,1,1,0
35-44,Male,professional,UK,White,42,32,40,37,45,4,7,0
35-44,Female,university,Australia,White,25,36,41,46,48,6,8,0
45-54,Male,university,UK,White,42,34,33,36,43,2,3,0
55-64,Male,university,UK,White,42,37,54,49,33,2,5,0
25-34,Female,university,UK,White,30,41,42,48,33,3,6,0
25-34,Male,professional,Ireland,White,26,43,52,46,47,2,5,1
45-54,Male,professional,UK,White,31,41,36,41,55,2,2,0
35-44,Male,professional,UK,White,28,47,31,41,38,3,2,0
25-34,Female,university,UK,White,56,24,39,50,37,1,3,0
18-24,Female,somecollege,USA,White,49,40,46,48,40,4,5,1
45-54,Female,professional,UK,White,33,45,34,51,49,2,1,0
18-24,Female,university,UK,White,37,44,46,28,52,4,7,0
18-24,Female,university,UK,White,35,48,41,46,45,2,4,0
45-54,Female,somecollege,UK,White,33,50,40,51,46,2,3,0
45-54,Male,professional,UK,White,31,43,38,38,41,3,8,1
18-24,Male,somecollege,USA,Black,37,28,46,46,30,3,5,1
25-34,Male,university,USA,White,41,23,49,48,44,3,10,1
18-24,Female,somecollege,USA,Black,49,25,52,43,33,3,7,1
35-44,Female,professional,UK,White,26,44,43,47,46,3,5,0
25-34,Female,professional,Canada,White,50,22,38,55,40,2,1,0
25-34,Female,masters,USA,White,37,46,56,46,40,5,6,1
35-44,Male,somecollege,USA,White,46,29,40,33,42,1,4,1
25-34,Male,somecollege,OtherC,White,54,27,47,52,35,4,4,1
25-34,Female,doctorate,UK,White,23,45,46,57,40,3,5,0
25-34,Female,university,UK,White,43,38,44,46,39,1,5,0
25-34,Female,university,UK,White,31,45,39,52,49,1,2,0
45-54,Male,masters,UK,White,27,38,46,41,39,7,5,1
35-44,Male,professional,UK,White,31,44,45,42,37,6,5,0
18-24,Male,somecollege,USA,White,37,27,43,45,39,2,4,1
55-64,Male,doctorate,UK,White,25,40,51,35,49,3,6,0
45-54,Female,university,UK,White,42,36,51,42,45,5,3,0
25-34,Female,masters,USA,White,21,45,51,42,42,3,6,1
18-24,Male,somecollege,USA,White,49,33,58,31,27,8,7,1
35-44,Female,university,USA,White,54,34,58,48,42,7,10,1
25-34,Female,professional,UK,White,30,43,32,45,48,2,3,0
18-24,Male,somecollege,USA,White,32,35,42,45,33,3,4,0
18-24,Male,left18,Canada,White,40,41,46,37,35,5,6,1
55-64,Male,somecollege,UK,White,42,27,38,38,28,5,6,1
18-24,Male,university,UK,White,27,42,36,39,53,3,6,0
18-24,Female,professional,UK,White,31,45,42,49,41,5,3,0
35-44,Female,university,UK,White,31,46,40,45,49,4,5,0
45-54,Female,university,UK,White,26,48,40,49,41,3,4,0
35-44,Female,left18,UK,White,28,34,51,37,44,2,5,0
25-34,Female,university,UK,White,36,51,50,44,41,7,9,0
35-44,Female,masters,UK,White,28,44,40,36,44,2,5,0
35-44,Female,doctorate,UK,OtherE,17,51,46,47,56,6,5,1
45-54,Female,left16,UK,White,35,38,34,51,51,1,2,0
45-54,Male,professional,UK,White,48,43,50,38,48,2,5,0
45-54,Male,masters,UK,White,34,45,42,38,35,3,4,0
35-44,Female,masters,UK,OtherE,40,34,53,48,46,2,5,0
45-54,Male,professional,UK,White,25,42,43,37,43,3,4,0
25-34,Female,university,UK,White,36,37,46,49,31,2,6,0
25-34,Female,university,UK,White,40,47,38,57,50,1,1,0
25-34,Female,left18,UK,White,31,41,28,47,49,5,3,0
45-54,Male,university,UK,White,35,47,51,49,53,7,8,0
55-64,Male,professional,UK,White,19,39,36,47,45,3,3,0
45-54,Female,professional,UK,White,24,41,42,45,46,1,3,0
25-34,Female,left16,UK,White,25,31,30,54,46,0,0,0
25-34,Female,masters,UK,White,37,42,50,38,38,0,3,0
18-24,Female,left16,UK,White,21,42,33,54,47,3,2,0
45-54,Male,masters,UK,White,28,33,43,40,39,3,4,0
18-24,Male,somecollege,OtherC,White,18,46,46,44,52,0,5,1
25-34,Female,somecollege,UK,White,42,30,41,43,36,3,8,1
45-54,Male,masters,UK,White,32,38,48,42,43,3,5,1
25-34,Male,professional,UK,White,40,34,40,35,50,4,2,0
45-54,Male,professional,UK,White,27,38,35,43,43,1,1,0
45-54,Female,professional,UK,White,26,45,42,49,51,4,6,0
25-34,Female,masters,UK,White,16,42,30,55,54,3,4,0
35-44,Male,professional,UK,White,23,46,48,51,44,2,8,0
45-54,Male,professional,UK,White,24,38,45,46,42,3,4,0
55-64,Female,leftbefore16,UK,White,34,41,41,49,46,2,4,0
25-34,Female,professional,UK,White,38,40,43,45,42,2,2,0
45-54,Female,university,UK,White,27,42,42,42,49,1,0,0
25-34,Female,university,USA,White,50,44,52,32,42,1,2,1
35-44,Male,university,UK,White,22,45,53,39,38,5,8,0
